
Source node,  Dest node,   traffic,  Optical Reach,  Modulation Format,  OSNR,  num Hops,    Q_margin
34	, 15	,      458.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

2	, 27	,      807.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

33	, 1	,      365.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

35	, 10	,      833.000	,     3520.000	, 4	,       12.184	, 44	,        0.000	 

3	, 1	,      928.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

33	, 15	,      766.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

25	, 14	,      837.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

10	, 16	,      352.000	,     3440.000	, 4	,       12.294	, 43	,        2.000	 

2	, 29	,      608.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

30	, 8	,      535.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

10	, 0	,      243.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

5	, 17	,      189.000	,     4080.000	, 4	,       11.472	, 51	,        0.000	 

19	, 17	,      523.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

5	, 22	,      891.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

35	, 20	,      697.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

21	, 10	,      931.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

29	, 10	,      899.000	,     4960.000	, 4	,       10.514	, 62	,        2.000	 

14	, 21	,      492.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

35	, 27	,      560.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

29	, 16	,      785.000	,     5120.000	, 4	,       10.356	, 64	,        0.000	 

35	, 1	,      791.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

6	, 2	,      578.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

28	, 29	,       73.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

11	, 32	,      826.000	,      640.000	, 8	,       19.947	, 8	,        2.000	 

22	, 31	,      578.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

8	, 11	,      159.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

35	, 32	,      380.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

3	, 15	,      477.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

12	, 32	,      196.000	,      320.000	, 12	,       22.998	, 4	,        0.000	 

12	, 30	,       19.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

33	, 26	,      163.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

3	, 33	,      452.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

36	, 31	,      862.000	,     2960.000	, 4	,       13.006	, 37	,        0.000	 

9	, 8	,      904.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

22	, 31	,      198.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

2	, 23	,      240.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

12	, 15	,      241.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

6	, 21	,      758.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

0	, 27	,      296.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

9	, 12	,      579.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

12	, 31	,        7.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

34	, 3	,      678.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

25	, 22	,      784.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

32	, 33	,      172.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

23	, 17	,      168.000	,     4000.000	, 4	,       11.568	, 50	,        2.000	 

14	, 27	,      922.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

18	, 16	,      144.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

20	, 28	,      629.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

9	, 6	,      469.000	,     3040.000	, 4	,       12.880	, 38	,        2.000	 

10	, 13	,       91.000	,      480.000	, 12	,       21.217	, 6	,        0.000	 

4	, 14	,      640.000	,      400.000	, 12	,       22.018	, 5	,        1.000	 

35	, 5	,      487.000	,     3120.000	, 4	,       12.758	, 39	,        1.000	 

32	, 25	,      183.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

18	, 34	,       65.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

25	, 6	,      578.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

16	, 3	,      611.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

21	, 34	,      975.000	,     3440.000	, 4	,       12.294	, 43	,        2.000	 

27	, 14	,      333.000	,      880.000	, 8	,       18.534	, 11	,        2.000	 

15	, 16	,        7.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

35	, 27	,      522.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

4	, 8	,      231.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

26	, 12	,      321.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

26	, 2	,      208.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

8	, 27	,      189.000	,      720.000	, 8	,       19.426	, 9	,        1.000	 

30	, 14	,      455.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

11	, 9	,      253.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

9	, 0	,      861.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

17	, 20	,      197.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

11	, 10	,      296.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

35	, 0	,      376.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

28	, 13	,      643.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

5	, 20	,      747.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

1	, 23	,      450.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

19	, 18	,      855.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

9	, 35	,      561.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

7	, 34	,      550.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

17	, 32	,      699.000	,     3440.000	, 4	,       12.294	, 43	,        0.000	 

13	, 28	,      172.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

15	, 33	,      476.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

36	, 34	,      671.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

33	, 3	,      989.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

8	, 1	,      658.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

23	, 13	,      948.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

10	, 14	,      396.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

25	, 28	,      529.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

7	, 9	,      969.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

21	, 29	,      626.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

27	, 30	,      420.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

17	, 22	,      415.000	,     3520.000	, 4	,       12.184	, 44	,        0.000	 

15	, 25	,      331.000	,     4720.000	, 4	,       10.760	, 59	,        1.000	 

3	, 31	,      186.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

13	, 11	,       74.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

31	, 16	,      268.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

29	, 23	,      311.000	,     3760.000	, 4	,       11.867	, 47	,        1.000	 

14	, 25	,      768.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

36	, 31	,      542.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

6	, 12	,      355.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

8	, 35	,       93.000	,     1040.000	, 8	,       17.789	, 13	,        1.000	 

3	, 29	,      493.000	,     4160.000	, 4	,       11.378	, 52	,        0.000	 

14	, 23	,      447.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

3	, 20	,       84.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

13	, 23	,      656.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

31	, 25	,       80.000	,     4080.000	, 4	,       11.472	, 51	,        2.000	 

32	, 21	,      968.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

20	, 7	,      768.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

17	, 12	,      779.000	,     3520.000	, 4	,       12.184	, 44	,        0.000	 

23	, 19	,      936.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

10	, 2	,      720.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

27	, 1	,      455.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

17	, 15	,      559.000	,     6160.000	, 4	,        9.423	, 77	,        1.000	 

6	, 12	,      905.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

21	, 27	,      885.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

11	, 0	,      797.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

14	, 30	,      340.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

36	, 13	,      740.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

0	, 25	,       97.000	,     3200.000	, 4	,       12.638	, 40	,        2.000	 

4	, 15	,      400.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

19	, 12	,      141.000	,     1120.000	, 8	,       17.457	, 14	,        2.000	 

8	, 19	,      315.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

6	, 22	,       12.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

2	, 21	,       43.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

35	, 7	,      512.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

20	, 1	,      717.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

31	, 24	,      335.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

33	, 1	,      303.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

1	, 13	,      105.000	,     4880.000	, 4	,       10.595	, 61	,        1.000	 

21	, 20	,      652.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

12	, 20	,      987.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

15	, 10	,      420.000	,     4240.000	, 4	,       11.285	, 53	,        1.000	 

14	, 6	,       63.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

19	, 20	,      769.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

27	, 17	,      594.000	,     4640.000	, 4	,       10.844	, 58	,        2.000	 

28	, 20	,      323.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

31	, 4	,      588.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

17	, 18	,      221.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

20	, 26	,      955.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

7	, 29	,      262.000	,     3360.000	, 4	,       12.406	, 42	,        2.000	 

16	, 22	,       33.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

27	, 24	,      993.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

13	, 4	,        1.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

26	, 0	,      669.000	,      720.000	, 8	,       19.426	, 9	,        0.000	 

30	, 18	,      998.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

7	, 9	,      838.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

34	, 15	,       28.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

19	, 3	,      490.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

12	, 13	,      197.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

15	, 25	,      301.000	,     4720.000	, 4	,       10.760	, 59	,        2.000	 

24	, 36	,      421.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

0	, 29	,      741.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

13	, 17	,      279.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

36	, 10	,      822.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

16	, 0	,      144.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

35	, 25	,      604.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

13	, 36	,      724.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

22	, 11	,      223.000	,     1200.000	, 8	,       17.147	, 15	,        0.000	 

30	, 9	,      987.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

28	, 32	,      750.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

8	, 19	,      135.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

21	, 23	,      224.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

29	, 7	,      920.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

15	, 13	,      734.000	,     4080.000	, 4	,       11.472	, 51	,        0.000	 

8	, 3	,      184.000	,      480.000	, 12	,       21.217	, 6	,        0.000	 

18	, 5	,      741.000	,      320.000	, 12	,       22.998	, 4	,        1.000	 

5	, 21	,      279.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

31	, 9	,      125.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

5	, 7	,      119.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

3	, 2	,      556.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

28	, 27	,      793.000	,     1600.000	, 8	,       15.848	, 20	,        1.000	 

24	, 20	,      875.000	,     4720.000	, 4	,       10.760	, 59	,        2.000	 

2	, 15	,      719.000	,     5200.000	, 4	,       10.279	, 65	,        0.000	 

4	, 10	,      351.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

2	, 16	,       72.000	,     3840.000	, 4	,       11.766	, 48	,        0.000	 

20	, 19	,      490.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

25	, 3	,       63.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

16	, 30	,      176.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

12	, 30	,      468.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

19	, 23	,      515.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

10	, 1	,      722.000	,     5040.000	, 4	,       10.435	, 63	,        1.000	 

24	, 14	,      399.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

7	, 35	,      943.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

12	, 4	,      702.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

21	, 18	,      687.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

4	, 24	,      413.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

18	, 7	,      162.000	,      880.000	, 8	,       18.534	, 11	,        1.000	 

23	, 27	,      877.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

33	, 6	,      195.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

4	, 14	,      588.000	,      400.000	, 12	,       22.018	, 5	,        2.000	 

5	, 17	,      425.000	,     4080.000	, 4	,       11.472	, 51	,        2.000	 

13	, 14	,       63.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

11	, 21	,       99.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

35	, 16	,       48.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

30	, 20	,      458.000	,     4240.000	, 4	,       11.285	, 53	,        2.000	 

29	, 31	,      531.000	,     5840.000	, 4	,        9.695	, 73	,        0.000	 

20	, 8	,      556.000	,     4160.000	, 4	,       11.378	, 52	,        1.000	 

15	, 21	,      591.000	,     4640.000	, 4	,       10.844	, 58	,        1.000	 

35	, 19	,      450.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

32	, 36	,      383.000	,      240.000	, 12	,       24.257	, 3	,        0.000	 

22	, 9	,      569.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

0	, 25	,      585.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

2	, 14	,      490.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

36	, 1	,      722.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

33	, 22	,      338.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

1	, 35	,      352.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

9	, 12	,      683.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

23	, 30	,      422.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

18	, 31	,      361.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

13	, 9	,      188.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

34	, 32	,      941.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

19	, 16	,      380.000	,     3360.000	, 4	,       12.406	, 42	,        1.000	 

3	, 19	,       61.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

32	, 19	,      462.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

14	, 28	,      154.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

30	, 24	,      149.000	,     3600.000	, 4	,       12.076	, 45	,        1.000	 

21	, 15	,       49.000	,     4640.000	, 4	,       10.844	, 58	,        2.000	 

24	, 7	,      552.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

0	, 23	,      747.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

36	, 9	,      498.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

19	, 18	,       53.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

7	, 20	,      240.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

11	, 14	,      580.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

3	, 0	,      178.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

26	, 0	,      798.000	,      720.000	, 8	,       19.426	, 9	,        1.000	 
